AREA,EIC,EICSUM,EICSOU,EICMAT,EICSUB,POLLUTANT,SEASON,CONTROL_TYPE,2010
CONTRA COSTA , 840-864-1100-6692,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6692-Vessel W/PWC G4-CARB-25-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6693,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6693-Vessel W/PWC G4-CARB-25-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6694,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6694-Vessel W/PWC G4-FI-25-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6695,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6695-Vessel W/PWC G4-FI-25-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6696,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6696-Vessel W/PWC G4-CARB-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6697,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6697-Vessel W/PWC G4-CARB-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6698,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6698-Vessel W/PWC G4-FI-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
CONTRA COSTA , 840-864-1100-6699,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6699-Vessel W/PWC G4-FI-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6702,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6702-Vessel W/PWC G4-FI-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
CONTRA COSTA , 840-864-1100-6703,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6703-Vessel W/PWC G4-FI-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6704,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6704-Vessel W/PWC G4-CARB-175-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6705,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6705-Vessel W/PWC G4-CARB-175-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6706,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6706-Vessel W/PWC G4-FI-175-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
CONTRA COSTA , 840-864-1100-6707,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6707-Vessel W/PWC G4-FI-175-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6710,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6710-Vessel W/PWC G4-FI-250-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6711,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6711-Vessel W/PWC G4-FI-250-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6724,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6724-Vessel W/PWC G2-CARB-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0023
CONTRA COSTA , 840-864-1100-6725,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6725-Vessel W/PWC G2-CARB-15-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6728,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6728-Vessel W/PWC G2-CARB-25-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0032
CONTRA COSTA , 840-864-1100-6729,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6729-Vessel W/PWC G2-CARB-25-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6732,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6732-Vessel W/PWC G2-CARB-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0072
CONTRA COSTA , 840-864-1100-6733,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6733-Vessel W/PWC G2-CARB-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6734,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6734-Vessel W/PWC G2-FI-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
CONTRA COSTA , 840-864-1100-6735,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6735-Vessel W/PWC G2-FI-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6736,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6736-Vessel W/PWC G2-CARB-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0154
CONTRA COSTA , 840-864-1100-6737,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6737-Vessel W/PWC G2-CARB-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6738,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6738-Vessel W/PWC G2-FI-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0025
CONTRA COSTA , 840-864-1100-6739,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6739-Vessel W/PWC G2-FI-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6740,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6740-Vessel W/PWC G2-CARB-175-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0063
CONTRA COSTA , 840-864-1100-6741,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6741-Vessel W/PWC G2-CARB-175-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6742,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6742-Vessel W/PWC G2-FI-175-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.003
CONTRA COSTA , 840-864-1100-6743,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6743-Vessel W/PWC G2-FI-175-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6744,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6744-Vessel W/PWC G2-CARB-250-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0043
CONTRA COSTA , 840-864-1100-6745,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6745-Vessel W/PWC G2-CARB-250-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6746,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6746-Vessel W/PWC G2-FI-250-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0155
CONTRA COSTA , 840-864-1100-6747,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6747-Vessel W/PWC G2-FI-250-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6750,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6750-Vessel W/PWC G2-FI-500-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0033
CONTRA COSTA , 840-864-1100-6751,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6751-Vessel W/PWC G2-FI-500-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6756,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6756-Vessel W/PWC G4-CARB-2-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6757,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6757-Vessel W/PWC G4-CARB-2-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6760,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6760-Vessel W/sterndrive G4-CARB-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6761,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6761-Vessel W/sterndrive G4-CARB-15-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6774,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6774-Vessel W/sterndrive G4-FI-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6775,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6775-Vessel W/sterndrive G4-FI-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6778,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6778-Vessel W/sterndrive G4-FI-175-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0002
CONTRA COSTA , 840-864-1100-6779,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6779-Vessel W/sterndrive G4-FI-175-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6782,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6782-Vessel W/sterndrive G4-FI-250-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
CONTRA COSTA , 840-864-1100-6783,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6783-Vessel W/sterndrive G4-FI-250-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6786,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6786-Vessel W/sterndrive G4-FI-500-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-6787,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6787-Vessel W/sterndrive G4-FI-500-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-7581,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7581-Vessel W/sterndrive G2-CARB-25-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0111
CONTRA COSTA , 840-864-1100-7582,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7582-Vessel W/sterndrive G2-CARB-25-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-7585,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7585-Vessel W/sterndrive G2-CARB-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0214
CONTRA COSTA , 840-864-1100-7586,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7586-Vessel W/sterndrive G2-CARB-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-7587,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7587-Vessel W/sterndrive G2-FI-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0021
CONTRA COSTA , 840-864-1100-7588,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7588-Vessel W/sterndrive G2-FI-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-7589,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7589-Vessel W/sterndrive G2-CARB-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
CONTRA COSTA , 840-864-1100-7590,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7590-Vessel W/sterndrive G2-CARB-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-7591,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7591-Vessel W/sterndrive G2-FI-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0111
CONTRA COSTA , 840-864-1100-7592,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7592-Vessel W/sterndrive G2-FI-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8135,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8135-Sailboat Auxiliary Engine G4-CARB-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8136,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8136-Sailboat Auxiliary Engine G4-CARB-15-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8137,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8137-Sailboat Auxiliary Engine G4-FI-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8141,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8141-Sailboat Auxiliary Engine G4-FI-25-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8203,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8203-Sailboat Auxiliary Engine G4-FI-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8205,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8205-Sailboat Auxiliary Engine G4-CARB-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8206,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8206-Sailboat Auxiliary Engine G4-CARB-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8207,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8207-Sailboat Auxiliary Engine G4-FI-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8209,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8209-Sailboat Auxiliary Engine G4-CARB-175-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8210,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8210-Sailboat Auxiliary Engine G4-CARB-175-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8211,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8211-Sailboat Auxiliary Engine G4-FI-175-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8293,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8293-Sailboat Auxiliary Engine G4-CARB-250-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8294,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8294-Sailboat Auxiliary Engine G4-CARB-250-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8295,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8295-Sailboat Auxiliary Engine G4-FI-250-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
CONTRA COSTA , 840-864-1100-8297,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8297-Sailboat Auxiliary Engine G4-CARB-500-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0003
CONTRA COSTA , 840-864-1100-8298,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8298-Sailboat Auxiliary Engine G4-CARB-500-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8331,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8331-Sailboat Auxiliary Engine G4-FI-500-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
CONTRA COSTA , 840-864-1100-8333,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8333-Sailboat Auxiliary Engine G4-CARB-750-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8334,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8334-Sailboat Auxiliary Engine G4-CARB-750-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8335,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8335-Sailboat Auxiliary Engine G4-FI-750-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0002
CONTRA COSTA , 840-864-1100-8421,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8421-Sailboat Auxiliary Engine G2-FI-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8422,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8422-Sailboat Auxiliary Engine G2-FI-15-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8565,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8565-Sailboat Auxiliary Engine G2-FI-175-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0002
CONTRA COSTA , 840-864-1100-8566,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8566-Sailboat Auxiliary Engine G2-FI-175-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8569,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8569-Sailboat Auxiliary Engine G2-FI-250-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0003
CONTRA COSTA , 840-864-1100-8570,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8570-Sailboat Auxiliary Engine G2-FI-250-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8655,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8655-Sailboat Auxiliary Engine G2-FI-500-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1100-8656,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8656-Sailboat Auxiliary Engine G2-FI-500-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1210-7972,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),7972-Sailboat Auxiliary Engine D-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1210-7973,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),7973-Sailboat Auxiliary Engine D-15-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1210-9558,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),9558-Vessel W/inboard Engine D-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1210-9559,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),9559-Vessel W/inboard Engine D-15-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1210-9560,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),9560-Vessel W/inboard Engine D-25-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1210-9561,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),9561-Vessel W/inboard Engine D-25-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1210-9562,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),9562-Vesses W/inboard Engins D-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
CONTRA COSTA , 840-864-1210-9563,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),9563-Vesses W/inboard Engins D-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 840-864-1210-9566,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),9566-Vessel W/inboard Engine D-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
CONTRA COSTA , 840-864-1210-9567,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),9567-Vessel W/inboard Engine D-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 850-870-1100-6253,850-OFF-ROAD RECREATIONAL VEHICLES,870-SNOWMOBILES,1100-GASOLINE (UNSPECIFIED),6253-Snowmobiles   -G2-25-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 850-870-1100-6255,850-OFF-ROAD RECREATIONAL VEHICLES,870-SNOWMOBILES,1100-GASOLINE (UNSPECIFIED),6255-Snowmobiles -G4-25-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 850-870-1100-6553,850-OFF-ROAD RECREATIONAL VEHICLES,870-SNOWMOBILES,1100-GASOLINE (UNSPECIFIED),6553-Snowmobiles   -G2-50-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 850-870-1100-6555,850-OFF-ROAD RECREATIONAL VEHICLES,870-SNOWMOBILES,1100-GASOLINE (UNSPECIFIED),6555-Snowmobiles -G4-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CONTRA COSTA , 850-870-1100-6653,850-OFF-ROAD RECREATIONAL VEHICLES,870-SNOWMOBILES,1100-GASOLINE (UNSPECIFIED),6653-Snowmobiles   -G2-120-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
